COUNTRY,FOUNDED,ID,INDUSTRY,LINKEDIN_URL,LOCALITY,NAME,REGION,SIZE,WEBSITE
spain,,soluciones-6d-visual-sl,,linkedin.com/company/soluciones-6d-visual-sl,leon,soluciones 6d visual sl,castilla y leon,1-10,
,,prakash-flexibles-private-limited,electrical/electronic manufacturing,linkedin.com/company/prakash-flexibles-private-limited,,prakash flexibles private limited,,1-10,
south africa,2023,busybeesocialhive,computer games,linkedin.com/company/busybeesocialhive,cape town,busybee,western cape,1-10,
,,department-of-biotech,biotechnology,linkedin.com/company/department-of-biotech,,department of biotechnology,,201-500,dbtindia.gov.in
spain,,taller-cristobal,,linkedin.com/company/taller-cristobal,murcia,taller cristobal,murcia,1-10,facebook.com/morenogonzalezcristobal
,,dobler-development,,linkedin.com/company/dobler-development,,dobler development,,1-10,doblerdev.com
united states,2020,rubber-city-accounting,accounting,linkedin.com/company/rubber-city-accounting,akron,rubber city accounting,ohio,1-10,rubbercityaccounting.com
united states,2002,vionx-energy-corporation,renewables & environment,linkedin.com/company/vionx-energy-corporation,woburn,vionx energy corporation,massachusetts,11-50,vionxenergy.com
united states,,eddie-yaklin-auto-group,automotive,linkedin.com/company/eddie-yaklin-auto-group,seguin,eddie yaklin auto group,texas,1-10,eddieyaklin.com
united states,,e-&-j-group-inc.,,linkedin.com/company/e-&-j-group-inc.,coral springs,"e & j group, inc.",florida,1-10,immunotraxusa.com
china,1996,metro-china,wholesale,linkedin.com/company/metro-china,shanghaishih,metro china,shanghai,10001+,metro.cn
,,nexus-hotéis,hospitality,linkedin.com/company/nexus-hotéis,,nexus hotéis,,11-50,
germany,2006,fineartprint,,linkedin.com/company/fineartprint,aschersleben,fineartprint,sachsen-anhalt,51-200,
united states,1988,golden-krust-bakery,food & beverages,linkedin.com/company/golden-krust-bakery,new york,golden krust bakery,new york,11-50,
france,,pneumosud,investment management,linkedin.com/company/pneumosud,lille,pneumosud,hauts-de-france,1-10,
turkey,2021,oxyun,,linkedin.com/company/oxyun,,oxyun,istanbul,1-10,oxyun.com
australia,1981,livestock-and-rural-transporters-association-of-queensland,transportation/trucking/railroad,linkedin.com/company/livestock-and-rural-transporters-association-of-queensland,,livestock and rural transporters association of queensland,,1-10,lrtaq.com.au
china,2013,ningbo-pyt-pet-accessory-co.-ltd,import and export,linkedin.com/company/ningbo-pyt-pet-accessory-co.-ltd,,"ningbo pyt pet accessory co.,ltd",zhejiang,1-10,pytpetcare.com
poland,,greatbreak,professional training & coaching,linkedin.com/company/greatbreak,,great break,,1-10,greatbreak.pl
germany,2014,marketingcafe-storytelling,marketing and advertising,linkedin.com/company/marketingcafe-storytelling,waldorf,marketingcafé,rheinland-pfalz,1-10,marketingcafe.de
united states,,david-delay-scholarship,,linkedin.com/company/david-delay-scholarship,fulton,david delay scholarship,texas,1-10,daviddelayscholarship.org
germany,,praxis-für-chinesische-medizin-&-coaching,,linkedin.com/company/praxis-für-chinesische-medizin-&-coaching,dusseldorf,praxis für chinesische medizin & coaching,nordrhein-westfalen,1-10,lifebalance-for-you.de
united states,,jbc-and-design,construction,linkedin.com/company/jbc-and-design,brooklyn,jb construction and design,new york,1-10,jbconstructionanddesign.com
united states,2004,bend-dutch-property-management,real estate,linkedin.com/company/bend-dutch-property-management,bend,"bend dutch property managment, inc.",oregon,1-10,benddutchpropertymanagement.com
france,,all-sport-vintage,retail,linkedin.com/company/all-sport-vintage,villemolaque,all sport vintage,occitanie,1-10,allsportvintage.com
united states,2006,liquidconsulting,food & beverages,linkedin.com/company/liquidconsulting,sanford,liquid - we make it easier!,florida,51-200,liquidconsulting.com
united states,,owens-piano-service,,linkedin.com/company/owens-piano-service,omak,owens piano service,washington,11-50,owenspianoservice.com
united states,,fred-62,restaurants,linkedin.com/company/fred-62,los angeles,fred 62,california,1-10,fred62.com
mexico,,levanta-s-c-,information technology and services,linkedin.com/company/levanta-s-c-,,levanta s.c.,,11-50,levanta.com.mx
brazil,,locamais-guindastes,individual & family services,linkedin.com/company/locamais-guindastes,goiânia,locamais guindastes,goias,1-10,locamaisguindastes.com.br
france,,de-conti-albert,,linkedin.com/company/de-conti-albert,,de conti albert,nouvelle-aquitaine,1-10,
united states,1995,camp-chicago,,linkedin.com/company/camp-chicago,chicago,camp chicago,illinois,11-50,
france,,brasserie-de-la-butte-fleurie,restaurants,linkedin.com/company/brasserie-de-la-butte-fleurie,fresnes,brasserie de la butte fleurie,ile-de-france,1-10,
canada,,cottonia-products-2000-inc,machinery,linkedin.com/company/cottonia-products-2000-inc,montreal,cottonia products 2000 inc,quebec,1-10,
canada,,u-eye-laser-cosmetic-uelc-,"health, wellness and fitness",linkedin.com/company/u-eye-laser-cosmetic-uelc-,vaughan,u eye laser cosmetic (uelc),ontario,51-200,uelc.ca
portugal,2013,thesign---tecnologias-de-informa-o,information technology and services,linkedin.com/company/thesign---tecnologias-de-informa-o,porto,thesign - tecnologias de informação,porto,1-10,thesign.pt
sweden,2020,justic-technology,,linkedin.com/company/justic-technology,,justic,stockholm,1-10,justic.se
qatar,,mediasix,marketing and advertising,linkedin.com/company/mediasix,doha,media six,baladīyat ad dawḩah,1-10,mediasix.me
united states,,devoted-detail,individual & family services,linkedin.com/company/devoted-detail,york,devoted detail,south carolina,1-10,devoteddetail.com
malaysia,2019,vlm-solutions,,linkedin.com/company/vlm-solutions,,vlm solutions,,1-10,vlmsolutions.com.my
canada,2014,stroom-inc-,broadcast media,linkedin.com/company/stroom-inc-,vancouver,stroom inc.,british columbia,1-10,stroom.live
united states,,black-diamond-eye-care,,linkedin.com/company/black-diamond-eye-care,castle rock,black diamond eye care,colorado,1-10,blackdiamondeyecare.com
united states,,high-country-reforestation-llc,,linkedin.com/company/high-country-reforestation-llc,north fork,"high country reforestation, llc",california,1-10,highcountryreforestation.com
spain,,o-alpendre,restaurants,linkedin.com/company/o-alpendre,padrón,o alpendre,a coruña,1-10,restauranteoalpendre.es
netherlands,,medica-natura,,linkedin.com/company/medica-natura,,medica natura,,1-10,medica-natura.nl
brazil,,working-flair-bartenders,professional training & coaching,linkedin.com/company/working-flair-bartenders,belo horizonte,working flair bartenders,minas gerais,1-10,workingflair.com.br
united states,2018,pm-advisors-llc,banking,linkedin.com/company/pm-advisors-llc,washington,pm advisors llc,district of columbia,1-10,pmadv.org
,,tina-food-technology,,linkedin.com/company/tina-food-technology,,tina food & technology,,11-50,tina.si
germany,,solvistas-deutschland-gmbh,computer software,linkedin.com/company/solvistas-deutschland-gmbh,hamburg,solvistas deutschland gmbh,hamburg,1-10,solvistas.de
,2014,first-customer-discovery,program development,linkedin.com/company/first-customer-discovery,,first customer discovery,,1-10,firstcustomerdiscovery.com
spain,2016,aprouch,marketing and advertising,linkedin.com/company/aprouch,,aprouch,,1-10,aprouch.com
united kingdom,,pizza-lush,,linkedin.com/company/pizza-lush,aberystwyth,pizza lush,county of ceredigion,1-10,pizzalush.com
dominican republic,2011,auge-s-r-l,marketing and advertising,linkedin.com/company/auge-s-r-l,,auge s.r.l,santo domingo,1-10,auge.com.do
india,,saksham-network,printing,linkedin.com/company/saksham-network,gurgaon,saksham network,haryana,1-10,sakshamnetwork.com
united kingdom,2017,odiscreative,marketing and advertising,linkedin.com/company/odiscreative,northwich,odis creative,cheshire,1-10,odiscreative.com
united states,1997,global-aviation-inc.,airlines/aviation,linkedin.com/company/global-aviation-inc.,hillsboro,global aviation inc.,oregon,51-200,flyglobalnow.com
united states,,bella-vista-church,hospital & health care,linkedin.com/company/bella-vista-church,rockford,bella vista church,michigan,11-50,bellavistachurch.org
austria,,gut-purbach,restaurants,linkedin.com/company/gut-purbach,purbach am neusiedlersee,gut purbach,burgenland,1-10,gutpurbach.at
,2010,seotrish,internet,linkedin.com/company/seotrish,,seotrish technology,,1-10,seotrish.com
colombia,,centro-de-industria,staffing and recruiting,linkedin.com/company/centro-de-industria,,centro de industria,tolima,11-50,centrodeindustria.blogspot.com.co
australia,,passivplans,,linkedin.com/company/passivplans,,passivplans design & consulting,,1-10,passivplans.com.au
,2009,nika-active,food production,linkedin.com/company/nika-active,,nika-active,,1-10,nika-a.ru
australia,,royal-sri-thai,restaurants,linkedin.com/company/royal-sri-thai,chapel hill,royal sri thai,queensland,1-10,royalsrithai.com
,1995,primetime-auto,,linkedin.com/company/primetime-auto,,primetime auto,,11-50,primetimeauto.co.za
indonesia,,nawacitapost,online media,linkedin.com/company/nawacitapost,bekasi,nawacita post,jawa barat,201-500,nawacitapost.com
netherlands,,tennisclub-groot-driene,,linkedin.com/company/tennisclub-groot-driene,,tennisclub groot driene,,1-10,tcgrootdriene.nl
mexico,,jimenezgrupo,,linkedin.com/company/jimenezgrupo,monterrey,grupo jimenez,nuevo leon,11-50,grupojimenez.mx
australia,,lalor-plaza-medical-centre,hospital & health care,linkedin.com/company/lalor-plaza-medical-centre,lalor,lalor plaza medical centre,victoria,1-10,lalorplazamedical.com.au
,,broadwater-medical-legal-consulting-llc,legal services,linkedin.com/company/broadwater-medical-legal-consulting-llc,,"broadwater medical-legal consulting, llc",,1-10,broadwatermedicallegal.com
belgium,,le-roseau,,linkedin.com/company/le-roseau,uccle,le roseau,brussels capital,1-10,leroseau.be
brazil,2017,5576marketing,,linkedin.com/company/5576marketing,,5576 marketing e eventos médicos,,1-10,a5576.com.br
philippines,,creativeporo,,linkedin.com/company/creativeporo,san mateo,creative poro,rizal,1-10,creativeporo.com
united states,2019,opportunus-wealth,financial services,linkedin.com/company/opportunus-wealth,gig harbor,opportunus wealth management,washington,1-10,opportunuswealth.com
united states,1999,sincbox-media-inc-,marketing and advertising,linkedin.com/company/sincbox-media-inc-,los angeles,"sincbox media, inc.",california,1-10,sincbox.com
chile,2000,apart-boutique-bellas-artes,hospitality,linkedin.com/company/apart-boutique-bellas-artes,,apart boutique bellas artes,,1-10,apartbellasartes.cl
united kingdom,,impact-innovation-&-growth-services-limited,music,linkedin.com/company/impact-innovation-&-growth-services-limited,,impact innovation & growth services limited,newport,1-10,speedmusic.co.uk
colombia,2009,360-creatividad-y-dise-o,graphic design,linkedin.com/company/360-creatividad-y-dise-o,cali,360 creatividad y diseño,valle del cauca,1-10,360creativos.net
france,,eiffageenergiesystemes,environmental services,linkedin.com/company/eiffageenergiesystemes,france,eiffage énergie systèmes,aquitaine,10001+,eiffageenergiesystemes.com
,2012,fanboys-anonymous,entertainment,linkedin.com/company/fanboys-anonymous,,fanboys anonymous,,11-50,fanboysanonymous.com
india,,exarb-innovations-private-limited,,linkedin.com/company/exarb-innovations-private-limited,jaipur,exarb innovations private limited,rajasthan,1-10,
belgium,,dewape,,linkedin.com/company/dewape,uccle,dewape,brussels capital,1-10,
china,,深圳课后帮科技有限公司,,linkedin.com/company/深圳课后帮科技有限公司,dongsheng,深圳课后帮科技有限公司,inner mongolia,1-10,
united states,,kern-medical-center-in-home-care,hospital & health care,linkedin.com/company/kern-medical-center-in-home-care,bakersfield,kern medical center in home care,california,1-10,
united states,,ventura-county-fire-station,government administration,linkedin.com/company/ventura-county-fire-station,santa paula,ventura county fire station,california,1-10,
brazil,,cepam---centro-de-estudo-de-psicologia-do-amazonas,retail,linkedin.com/company/cepam---centro-de-estudo-de-psicologia-do-amazonas,,cepam - centro de estudo de psicologia do amazonas,,1-10,cepamam.com.br
united states,,advanced-photo-lab,photography,linkedin.com/company/advanced-photo-lab,canoga park,advanced photo lab,california,1-10,advancedphotolab.com
united kingdom,2020,bgos,,linkedin.com/company/bgos,southwick,business growth os,west sussex,1-10,bgos.co.uk
united states,2022,refract-strategies,,linkedin.com/company/refract-strategies,san francisco,refract strategies,california,1-10,refractstrategies.com
norway,2022,arendal-business-summit,events services,linkedin.com/company/arendal-business-summit,arendal,arendal business summit,aust-agder,1-10,absummit.no
italy,,bg-tech-computer-bergamo,,linkedin.com/company/bg-tech-computer-bergamo,bergamo,bg-tech computer bergamo,lombardy,1-10,bg-tech.eu
netherlands,,lvgo,,linkedin.com/company/lvgo,,lvgo,,1-10,hensel.nl
spain,2018,balon-latino,,linkedin.com/company/balon-latino,madrid,balón latino,madrid,11-50,balonlatino.net
germany,,kyffhäuser-transport-gmbh,,linkedin.com/company/kyffhäuser-transport-gmbh,roßla,kyffhäuser transport gmbh,saxony-anhalt,1-10,kyff-trans.de
spain,,transfer-consultancy,environmental services,linkedin.com/company/transfer-consultancy,,transfer consultancy,madrid,1-10,transferconsultancy.com
,,infralock,civil engineering,linkedin.com/company/infralock,,infralock,,1-10,infra-lock.com
united states,,uss-constitution,,linkedin.com/company/uss-constitution,charlestown,uss constitution,massachusetts,1-10,
united kingdom,,halstock-village-shop-limited,food & beverages,linkedin.com/company/halstock-village-shop-limited,yeovil,halstock village shop limited,somerset,1-10,
united states,,abbco-associates-llc,real estate,linkedin.com/company/abbco-associates-llc,los angeles,abbco associates llc,california,11-50,
united states,2013,everyday-intellect-llc,e-learning,linkedin.com/company/everyday-intellect-llc,south ogden,everyday intellect inc,utah,1-10,everydayintellect.org
hungary,2021,helyrajz-kft,architecture & planning,linkedin.com/company/helyrajz-kft,budapest,helyrajz kft.,budapest,1-10,helyrajz.hu
united states,2016,growthli,professional training & coaching,linkedin.com/company/growthli,houston,growthli,texas,1-10,growthli.com
france,2019,anne-cecile-carli,,linkedin.com/company/anne-cecile-carli,paris,anne-cecile carli,ile-de-france,1-10,ac-carli.com
united kingdom,,ink-&-laptops,,linkedin.com/company/ink-&-laptops,belfast,ink & laptops,belfast,1-10,inkandlaptops.co.uk
brazil,,ativa-contabilidade-&-administração-empresarial,accounting,linkedin.com/company/ativa-contabilidade-&-administração-empresarial,,ativa contabilidade & administração empresarial,,1-10,ativacontabilidade.adm.br
india,,hotel-fifu---india,hospitality,linkedin.com/company/hotel-fifu---india,jaisalmer,hotel fifu - india,rajasthan,1-10,hotelfifu.com
united states,,mount-st-michael-catholic-school,education management,linkedin.com/company/mount-st-michael-catholic-school,,mount st. michael catholic school,,1-10,msmcatholic.org
india,2017,international-aviation-training-center,,linkedin.com/company/international-aviation-training-center,mumbai,international aviation training center,maharashtra,1-10,iatc.co.in
united kingdom,,cumbria-concrete-products-limited,machinery,linkedin.com/company/cumbria-concrete-products-limited,wigton,cumbria concrete products limited,cumbria,1-10,cumbriaconcreteproducts.com
india,,j.k.-pvc-doors,electrical/electronic manufacturing,linkedin.com/company/j.k.-pvc-doors,bengaluru,j.k. pvc doors,karnataka,51-200,indiamart.com/jk-pvc-doors
netherlands,2020,inventus-digital,,linkedin.com/company/inventus-digital,,inventus digital,,1-10,inventusdigital.com
united states,1999,whitaker-center-for-science-and-the-arts,museums and institutions,linkedin.com/company/whitaker-center-for-science-and-the-arts,harrisburg,whitaker center for science and the arts,pennsylvania,51-200,whitakercenter.org
india,2013,techpearl-software-pvt-ltd,computer software,linkedin.com/company/techpearl-software-pvt-ltd,bengaluru,techpearl software pvt ltd,karnataka,1-10,techpearl.com
united states,,tax-team,financial services,linkedin.com/company/tax-team,jacksonville,tax team,alabama,11-50,taxteamusa.com
united states,2005,capture-the-market,media production,linkedin.com/company/capture-the-market,dallas,capture the market,texas,11-50,capturethemarket.com
,2011,royal-fortune,internet,linkedin.com/company/royal-fortune,,royal-fortune,,1-10,royal-fortune.com
norway,,herøy-kyrkjelege-fellesråd,,linkedin.com/company/herøy-kyrkjelege-fellesråd,,herøy kyrkjelege fellesråd,nordland,11-50,heroy-kyrkje.no
united states,,doltronics-llc,electrical/electronic manufacturing,linkedin.com/company/doltronics-llc,branford,doltronics llc,connecticut,1-10,doltronics.com
netherlands,2014,van-nis-solutions,events services,linkedin.com/company/van-nis-solutions,oss,van nis solutions,noord-brabant,1-10,vannis.nl
india,,asian-infra-projects-private-limited,,linkedin.com/company/asian-infra-projects-private-limited,mumbai,asian infra-projects private limited,maharashtra,1-10,
canada,,hop-inc,,linkedin.com/company/hop-inc,mississauga,have our plastic inc.,ontario,1-10,
,,f.e.i-construction,construction,linkedin.com/company/f.e.i-construction,,f.e.i construction,,1-10,
,,cari-daging,,linkedin.com/company/cari-daging,,cari daging,,1-10,
belgium,,de-gulden-leeuw,,linkedin.com/company/de-gulden-leeuw,antwerpen,de gulden leeuw,flanders,1-10,
sweden,,agnes-städ-i-göteborg-ab,,linkedin.com/company/agnes-städ-i-göteborg-ab,ravlanda,agnes städ i göteborg ab,vastra gotaland,11-50,
,,gyan-bhararti-school-saket,,linkedin.com/company/gyan-bhararti-school-saket,,gyan bhararti school saket,,51-200,
china,,陕西陆洋医疗器械有限公司,,linkedin.com/company/陕西陆洋医疗器械有限公司,,陕西陆洋医疗器械有限公司,,1-10,
spain,,montajes-huse-sl,electrical/electronic manufacturing,linkedin.com/company/montajes-huse-sl,mollet del valles,montajes huse sl,catalonia,11-50,
france,1947,routens-evolution,,linkedin.com/company/routens-evolution,gières,routens evolution,auvergne-rhône-alpes,11-50,routens.com
argentina,2011,bzb-abogados,law practice,linkedin.com/company/bzb-abogados,,bzb abogados,cordoba,1-10,bzbabogados.com.ar
united states,,first-baptist-church-groveport,,linkedin.com/company/first-baptist-church-groveport,groveport,first baptist church groveport,ohio,1-10,firstbaptistgroveport.com
united states,,hsm-enterprises-inc,fine art,linkedin.com/company/hsm-enterprises-inc,beverly,hsm enterprises inc,massachusetts,1-10,hsmenterprises.com
united states,,elise-flagg-academy-of-dance,performing arts,linkedin.com/company/elise-flagg-academy-of-dance,geneva,elise flagg academy of dance,illinois,1-10,eliseflagg.com
united kingdom,1984,twomlows-limited,,linkedin.com/company/twomlows-limited,caldicot,twomlows limited,monmouthshire,11-50,twomlows.com
united kingdom,,rf-investigations,,linkedin.com/company/rf-investigations,epsom,rf investigations,surrey,1-10,rfinvestigations.co.uk
italy,,easy-shoessrl,,linkedin.com/company/easy-shoessrl,arese,easy shoes,lombardia,1-10,easyshoes.it
brazil,,mecanica-funilaria-e-pintura-monteiro,,linkedin.com/company/mecanica-funilaria-e-pintura-monteiro,,mecanica funilaria e pintura monteiro,,1-10,dimics.com.br
,,rethinc-healthcare,,linkedin.com/company/rethinc-healthcare,,rethinc-healthcare,,1-10,rethinc.fr
india,,shukla-sales,,linkedin.com/company/shukla-sales,,shukla sales,uttar pradesh,51-200,
france,,sens4life,,linkedin.com/company/sens4life,bordeaux,sens4life,nouvelle-aquitaine,1-10,
spain,,escuzola-viajes-sl,"leisure, travel & tourism",linkedin.com/company/escuzola-viajes-sl,zaragoza,escuzola viajes sl,aragon,11-50,
united states,,debro-investments,,linkedin.com/company/debro-investments,philadelphia,debro investments,pennsylvania,1-10,
spain,,civitas-desarrollos-urbanisticos-sl,,linkedin.com/company/civitas-desarrollos-urbanisticos-sl,guadalajara,civitas desarrollos urbanisticos sl,castilla-la mancha,11-50,
south africa,,madikor-tien,,linkedin.com/company/madikor-tien,postmasburg,madikor tien,northern cape,1-10,
united states,,studies-solutions-results-inc,non-profit organization management,linkedin.com/company/studies-solutions-results-inc,silver spring,studies solutions results inc,maryland,1-10,
germany,,roadrunner-records-gmbh,music,linkedin.com/company/roadrunner-records-gmbh,,roadrunner records gmbh,,11-50,roadrunnerrecords.de
china,,shanghai-nihao-trading-co-ltd,,linkedin.com/company/shanghai-nihao-trading-co-ltd,,shanghai nihao trading co. ltd,,1-10,china-nihao.com
india,,bake-well,,linkedin.com/company/bake-well,aluva,bake well,kerala,1-10,bake-well-fried-chicken-takeaway.business.site
,,sirak-homecare,,linkedin.com/company/sirak-homecare,,sirak homecare,,51-200,
france,,weiye,construction,linkedin.com/company/weiye,paris,weiye,ile-de-france,1-10,
brazil,,triol-industria-quimica,,linkedin.com/company/triol-industria-quimica,,triol industria quimica,mato grosso,11-50,triol.com.br
,,south-westminster-legal-advice-centre,law practice,linkedin.com/company/south-westminster-legal-advice-centre,,south westminster legal advice centre,,1-10,swlac.org
united kingdom,,carriages,,linkedin.com/company/carriages,woking,carriages,surrey,1-10,carriagesknaresborough.co.uk
peru,,residencial-suiza-los-olivos,hospitality,linkedin.com/company/residencial-suiza-los-olivos,lima,residencial suiza los olivos,lima,1-10,residencialsuiza.com
united states,,all-way-environmental-solutions,environmental services,linkedin.com/company/all-way-environmental-solutions,bradley beach,all-way environmental solutions,new jersey,1-10,allwayenviro.com
pakistan,,employeeleague,,linkedin.com/company/employeeleague,lahore,employee league,punjab,1-10,youtube.com/channel/ucvnzhm3zhkj_-7ngcjuwwcg
australia,1984,lake-house-daylesford,hospitality,linkedin.com/company/lake-house-daylesford,daylesford,lake house daylesford,victoria,51-200,lakehouse.com.au
turkey,1958,cancanmeyvepresleri̇,machinery,linkedin.com/company/cancanmeyvepresleri̇,erenler,cancan meyve presleri,sakarya,51-200,cancan.com.tr
ireland,2017,polaris-brand-solutions-limited,marketing and advertising,linkedin.com/company/polaris-brand-solutions-limited,naas,polaris brand solutions,leinster,1-10,polarisbrands.ie
brazil,,ecozon-plus-industria-comercio-importacao-e-exportacao-de-equipamentos-geradores-de-ozonio,machinery,linkedin.com/company/ecozon-plus-industria-comercio-importacao-e-exportacao-de-equipamentos-geradores-de-ozonio,,ecozon plus industria comercio importacao e exportacao de equipamentos geradores de ozonio,sao paulo,1-10,ecozon.com.br
brazil,,pedrosa-imoveis,,linkedin.com/company/pedrosa-imoveis,,pedrosa imoveis,,1-10,pedrosaneves.adv.br
,1999,webmark-europe,internet,linkedin.com/company/webmark-europe,,webmark europe,,1-10,webmark-europe.com
turkey,2002,yapi-kredi-porftfoy,financial services,linkedin.com/company/yapi-kredi-porftfoy,,yapı kredi portföy,istanbul,51-200,yapikrediportfoy.com.tr
united states,,summit-fellowship-club,insurance,linkedin.com/company/summit-fellowship-club,greensboro,summit fellowship club,north carolina,1-10,summitfellowship.org
turkey,2013,bee-telekom-a-s,telecommunications,linkedin.com/company/bee-telekom-a-s,,bee telekom a.s.,i̇zmir,11-50,beetelekom.com.tr
united states,2021,themindful88,,linkedin.com/company/themindful88,los angeles,the mindful 88,california,1-10,themindful88.com
brazil,,emporio-dos-paes,retail,linkedin.com/company/emporio-dos-paes,,emporio dos paes,,1-10,padariaemporio.com.br
spain,,braulio-jimenez-sl,building materials,linkedin.com/company/braulio-jimenez-sl,toledo,braulio jimenez sl,castilla-la mancha,11-50,
,,sirius-performance-ltd,,linkedin.com/company/sirius-performance-ltd,,sirius performance ltd,,1-10,
united kingdom,,d-and-h-distribution-ltd,logistics and supply chain,linkedin.com/company/d-and-h-distribution-ltd,birmingham,d and h distribution ltd,birmingham,1-10,
france,,sci-caralog,real estate,linkedin.com/company/sci-caralog,,sci caralog,centre-val de loire,1-10,
,,clinica-dental-del-condado-sl,medical practice,linkedin.com/company/clinica-dental-del-condado-sl,,clinica dental del condado sl,,11-50,
france,2004,daxap-tp,construction,linkedin.com/company/daxap-tp,bordeaux,daxap tp,nouvelle-aquitaine,11-50,
united states,,roxanne-miller-humanistic-counseling-center,hospital & health care,linkedin.com/company/roxanne-miller-humanistic-counseling-center,lyndhurst,roxanne miller humanistic counseling center,ohio,1-10,
united states,,a.-geoffrey-roubik-dds-pc,,linkedin.com/company/a.-geoffrey-roubik-dds-pc,oklahoma city,a. geoffrey roubik dds pc,oklahoma,11-50,
australia,2020,womeninconsulting,education management,linkedin.com/company/womeninconsulting,,women in consulting,,11-50,
united states,2005,the-dalles-meals-on-wheels-inc,individual & family services,linkedin.com/company/the-dalles-meals-on-wheels-inc,the dalles,the dalles meals on wheels inc,oregon,1-10,
,2015,techstudio-s-r-o-,information technology and services,linkedin.com/company/techstudio-s-r-o-,,"techstudio, s.r.o.",,1-10,techstudio.sk
united states,,manheim-antiques,furniture,linkedin.com/company/manheim-antiques,dallas,manheim antiques,texas,1-10,jmanheim.com
,,st-gabriel's-roman-catholic-high-school-bury,,linkedin.com/company/st-gabriel's-roman-catholic-high-school-bury,,st gabriel's roman catholic high school  bury,,1-10,st-gabriels.org.uk
norway,2002,saga-corporate-finance-as,investment banking,linkedin.com/company/saga-corporate-finance-as,oslo,saga corporate finance as,oslo,11-50,sagacorporate.no
united states,,bleakley-law,legal services,linkedin.com/company/bleakley-law,holland,bleakley law,michigan,11-50,bleakleylaw.com
netherlands,,dierenarts-annemieke-calis,,linkedin.com/company/dierenarts-annemieke-calis,amstelveen,dierenarts annemieke calis,north holland,1-10,annemiekecalis.nl
united kingdom,,defensor-security-limited,security and investigations,linkedin.com/company/defensor-security-limited,durham,defensor security limited,county durham,1-10,defensorsecurity.biz
canada,,township-of-armstrong,graphic design,linkedin.com/company/township-of-armstrong,,township of armstrong,ontario,1-10,
canada,,manor-agencies,,linkedin.com/company/manor-agencies,manor,manor agencies,saskatchewan,1-10,
india,2022,jugglers-studio,computer games,linkedin.com/company/jugglers-studio,,jugglers studio pvt ltd,chandigarh,1-10,
united states,2019,amygdala-media-llc,,linkedin.com/company/amygdala-media-llc,portland,amygdala media llc,oregon,1-10,amygdala-media.com
,2021,digital-silvassa-net-link,,linkedin.com/company/digital-silvassa-net-link,,digital silvassa net link,,11-50,digitalsilvassa.com
pakistan,2021,webints,,linkedin.com/company/webints,lahore,web ints,punjab,11-50,webints.com
india,2022,techplant73,,linkedin.com/company/techplant73,,tech plant,uttar pradesh,11-50,techplant.org
china,,guilin-inspring-households-products-co.-ltd,,linkedin.com/company/guilin-inspring-households-products-co.-ltd,guilin,"guilin inspring households products co., ltd",guangxi,1-10,
,,evo-builders,professional training & coaching,linkedin.com/company/evo-builders,,the evolution builders,,1-10,
india,2018,yudaregenuineleather,apparel & fashion,linkedin.com/company/yudaregenuineleather,jaipur,yudare,rajasthan,11-50,yudare.in
united states,,cafe-kopi,hospital & health care,linkedin.com/company/cafe-kopi,champaign,cafe kopi,illinois,11-50,cafekopi.com
united kingdom,2001,christian-charles-consulting,management consulting,linkedin.com/company/christian-charles-consulting,london,christian charles,england,11-50,christian-charles.com
united kingdom,,londontaxisminibuses,,linkedin.com/company/londontaxisminibuses,london,london taxis & minibuses,london,11-50,londontaxisandminibuses.co.uk
argentina,2001,commandcode,information technology and services,linkedin.com/company/commandcode,tandil,commandcode,buenos aires,1-10,commandcode.esy.es
italy,,hotel-ca’-d’oro,hospitality,linkedin.com/company/hotel-ca’-d’oro,venezia,hotel ca’ d’oro,veneto,1-10,venicehotelcadoro.com
united states,,michiana-auto-pros,automotive,linkedin.com/company/michiana-auto-pros,osceola,michiana auto pros,indiana,1-10,michianaautopros.com
,,emma-boyd-madsen-textiles,,linkedin.com/company/emma-boyd-madsen-textiles,,emma boyd-madsen textiles,,1-10,
united states,1996,otay-mesa-produce,warehousing,linkedin.com/company/otay-mesa-produce,san diego,otay mesa produce,california,11-50,
spain,,cw-europe-group-marbella-sl,computer software,linkedin.com/company/cw-europe-group-marbella-sl,malaga,cw europe group marbella sl,andalucia,1-10,
france,,tropic-all-events,performing arts,linkedin.com/company/tropic-all-events,limeil-brevannes,tropic all events,ile-de-france,1-10,
belgium,,greif-belgium,electrical/electronic manufacturing,linkedin.com/company/greif-belgium,lier,greif belgium,flanders,1-10,
zimbabwe,2021,trucksandtrailerszim,,linkedin.com/company/trucksandtrailerszim,zimbabwe,trucks & trailers zimbabwe,matabeleland south,1-10,
united states,2016,dfc-express-inc,,linkedin.com/company/dfc-express-inc,sacramento,dfc express inc,california,1-10,
china,,浙江智杰阀业有限公司,,linkedin.com/company/浙江智杰阀业有限公司,sheng,浙江智杰阀业有限公司,xizang,1-10,
united states,2013,professional-code-consulting-llc,mechanical or industrial engineering,linkedin.com/company/professional-code-consulting-llc,cullman,"professional code consulting, llc",alabama,1-10,
china,,贵州泉源会计服务有限公司,,linkedin.com/company/贵州泉源会计服务有限公司,sheng,贵州泉源会计服务有限公司,xizang,1-10,
united states,,fruehauf-trailers,transportation/trucking/railroad,linkedin.com/company/fruehauf-trailers,nashville,fruehauf trailers,tennessee,51-200,
